titulo,ano,paginas,adulto,artes,autoajuda,aventura,biografia,comunicação,contos,crime,crônica,culinária,decoração,drama,economia,ensaios,entretenimento,erótico,fantasia,ficção,filosofia,história,infantil,infantojuvenil,brasileira,estrangeira,matemática,memórias,música,não-ficção,poesias,policial,política,psicologia,religião,romance,saúde,sexo,sociologia,suspense,terror,viagens,gender,ratingcurrent,resenhas,abandonos,relendo,querem_ler,lendo,leram,favoritos,desejados,trocam,avaliaram
Ariel,2018,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,F,4.4,22,10,7,1.044,39,663,128,416,1,400
Nocte,2018,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,F,4.1,29,1,0,600,12,234,42,156,10,270
Todo Mundo Merece Morrer,2018,168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.6,32,7,0,894,15,490,25,288,7,414
Moxie,2018,288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.4,56,4,0,592,25,352,97,167,3,357
"International Guy: Paris, Nova York, Copenhage",2018,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.6,38,27,0,663,30,390,35,126,19,298
International Guy: Paris,2018,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.3,30,5,0,122,8,205,7,18,0,172
International Guy: Nova York,2018,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.7,3,2,0,106,3,79,5,23,1,88
International Guy: Copenhague,2018,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.8,5,1,0,147,2,61,9,39,1,74
Todas as Pequenas Luzes,2018,350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.9,120,15,3,1.593,54,1.145,115,373,11,931
Caçadora de estrelas,2018,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.3,232,85,2,2.997,116,2.209,551,757,9,1.799
Your Name.,2018,192,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.5,93,2,2,1.124,62,825,198,328,1,692
"International Guy: Milão, San Francisco, Montreal",2018,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.0,11,1,1,457,11,159,16,118,4,124
No Mundo Da Luna,2018,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.5,708,153,52,7.018,373,17.134,4.649,2.255,60,11.831
International Guy: San Francisco,2018,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.6,4,0,0,115,2,4,1,20,0,44
International Guy: Milão,2018,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.6,4,1,0,98,2,67,3,15,0,61
International Guy: Montreal,2018,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.8,2,1,0,102,1,22,1,19,0,40
Capitu Vem Para o Jantar,2017,216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.6,0,2,1,850,4,23,4,50,1,12
A Tumba das Sombras,2017,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.1,1,0,0,171,2,36,3,62,2,22
O Guia do Herói Para Ser Um Fora da Lei,2017,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.9,1,1,0,61,1,12,2,22,1,17
Algo Belo,2017,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.1,65,15,4,2.804,46,3.224,427,964,9,2.086
O amuleto de ouro,2017,370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.2,9,3,0,274,7,93,17,88,1,74
O Mundo Depois,2017,308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.2,49,13,2,2.027,34,1.230,199,410,7,976
Na Escuridão da Floresta,2017,210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.6,18,2,0,1.642,8,247,19,127,7,192
Uma Tocha Na Escuridão,2017,434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.4,155,26,5,5.142,148,1.823,346,905,2,1.518
Prometo Perder,2017,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.0,9,17,1,525,39,171,38,132,8,116
Belo Funeral,2017,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.9,104,40,2,2.535,65,3.101,450,854,7,1.999
Inventei você?,2017,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.2,167,26,5,4.119,77,2.055,407,1.011,3,1.687
"Férias, amor e chocolate quente",2017,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.8,12,0,0,238,9,130,9,85,2,104
O Jogo do Amor e da Morte,2017,304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.9,26,4,1,477,8,107,16,157,5,96
Quando a Noite Cai,2017,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.4,519,144,22,6.026,332,10.394,2.517,1.776,33,7.969
A Pequena Livraria dos Corações Solitários,2017,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.6,599,263,2,5.233,326,5.543,399,1.345,38,4.461
Casada Até Quarta,2017,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.9,307,38,4,3.391,98,5.646,472,838,37,4.316
O Sorriso da Hiena,2017,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,F,4.2,699,66,1,8.722,293,7.031,1.046,2.521,15,5.845
Esposa Até Segunda,2017,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.0,126,14,1,2.529,61,2.859,244,622,10,2.093
Noiva Até Sexta,2017,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.2,74,18,3,2.708,39,2.245,253,660,8,1.598
Que Bom Pra Você,2017,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.9,9,1,0,441,6,191,15,143,1,133
Solteira Até Sábado,2017,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.1,49,7,1,1.575,15,1.838,153,590,7,1.317
Mate o Próximo,2017,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,F,4.1,56,19,0,976,31,422,49,283,7,332
O Fugitivo de Oza-Gora,2017,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.1,0,0,0,42,2,1,1,26,1,12
Só Se Vive Uma Vez,2017,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.2,0,1,0,982,4,8,1,61,0,6
Não Me Esqueças,2017,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.4,118,19,1,2.258,49,1.429,394,699,7,1.188
A Garota das Sapatilhas Brancas,2017,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.3,70,20,1,2.033,43,972,205,624,11,758
Corpo,2017,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.7,59,28,1,836,21,840,73,251,34,601
Conquistada Até Terça,2017,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.2,52,11,1,1.417,20,1.641,180,533,5,1.161
Brumas do Tempo,2017,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.8,47,19,0,904,25,804,81,242,14,615
Caos No Colégio,2017,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.9,3,2,1,71,3,84,8,36,2,55
Todas as Garotas Desaparecidas,2017,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,F,3.5,98,50,2,2.669,53,1.212,72,752,18,968
Guerreiro Domado,2017,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.2,11,1,0,462,2,297,45,118,5,229
"Pule, Kim Joo So",2017,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.4,90,26,1,675,41,876,79,166,19,729
Seduzida Até Domingo,2017,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.2,41,1,3,1.270,9,1.438,127,461,4,1.046
Mente,2017,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.7,26,8,0,465,11,474,42,166,12,349
Alma,2017,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.8,20,6,0,492,15,394,41,158,7,290
Encontrada Até Quinta,2017,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.3,47,2,2,1.243,11,1.400,169,426,5,1.004
À Sombra de Romeu e Julieta,2017,294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.4,15,2,0,354,4,126,29,102,4,120
Amor Plus Size,2016,280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.3,118,1,2,1.132,44,955,188,267,7,810
O Desapego Rebelde do Coração,2016,406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.5,67,6,4,1.787,28,1.584,435,659,6,1.164
O Primeiro Último Beijo,2016,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.2,111,78,2,3.617,107,1.149,260,1.119,12,909
Onde Está Você,2016,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.7,19,1,1,677,13,481,37,211,3,299
Mentira Perfeita,2016,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.5,513,100,21,7.966,277,14.434,3.503,2.273,34,9.667
De menina a mulher 3,2016,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.1,2,5,1,55,2,238,9,9,12,100
Livro de marcar filmes,2016,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.0,16,1,0,382,26,124,29,313,3,98
Namorado de aluguel,2016,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.1,549,58,16,4.461,133,11.174,1.650,1.962,32,8.335
Belo Sacrifício,2016,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.1,125,25,3,3.580,69,7.099,1.082,1.417,29,4.368
Encrenca,2016,307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.0,33,4,0,536,5,370,50,160,10,307
No Limite do Desejo ,2016,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.1,37,4,2,1.110,10,647,82,372,2,449
Anna Vestida de Sangue,2016,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.0,153,35,3,2.625,52,1.946,314,952,14,1.553
Oníria,2016,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.8,9,6,0,233,11,93,13,64,20,84
Confusões de Um Garoto,2016,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.8,22,2,3,676,29,277,39,164,9,190
O Acerto de Contas de Uma Mãe,2016,304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,F,4.5,43,14,3,1.695,98,584,100,367,1,451
A Garota do Calendário - Janeiro,2016,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.8,723,164,25,5.134,487,16.227,1.131,955,240,10.572
A Garota do Calendário - Fevereiro,2016,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.6,455,123,4,2.390,253,12.486,640,737,163,7.840
A Garota do Calendário - Março,2016,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.8,330,58,6,2.123,149,10.718,585,745,93,6.526
A Garota do Calendário - Abril,2016,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.7,266,40,5,2.076,79,9.708,500,730,74,5.811
As Coisas Mais Legais do Mundo,2016,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.8,31,30,3,760,79,743,113,225,25,499
Garota Online em Turnê,2016,294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.0,24,1,3,1.130,29,1.011,122,405,17,814
As Épicas Aventuras de Lydia Bennet,2016,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.7,17,3,0,530,3,181,11,179,6,143
A Garota do Calendário - Maio,2016,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.7,245,57,6,2.749,192,8.849,521,723,63,5.243
A Garota do Calendário - Junho,2016,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.6,232,23,2,2.223,71,7.972,393,686,48,4.716
Como tatuagem,2016,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.9,27,1,1,629,9,237,37,174,1,212
A Garota do Calendário - Julho,2016,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.8,174,19,2,3.036,137,7.389,426,706,38,4.255
A Garota do Calendário - Agosto,2016,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.0,170,21,3,2.540,94,6.856,449,667,31,3.993
A Garota do Calendário - Setembro,2016,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.9,149,20,3,2.382,54,6.564,394,686,31,3.808
A Garota do Calendário - Outubro,2016,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.8,152,31,4,2.423,62,6.328,350,738,33,3.659
A Garota do Calendário - Novembro,2016,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.8,131,23,1,2.378,48,5.929,356,700,30,3.494
A Garota do Calendário - Dezembro,2016,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.0,162,32,2,3.991,79,5.934,452,728,30,3.448
O garoto do cachecol vermelho,2016,294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,265,101,6,4.258,111,3.035,754,1.215,25,2.380
O Diário Secreto,2016,240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.8,8,7,2,279,12,250,30,64,16,176
Suzy e as águas-vivas,2016,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.2,153,8,0,2.308,51,1.729,304,707,15,1.471
Prometida,2016,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.5,376,92,16,12.691,306,12.015,2.666,2.496,20,7.623
Bela Chama,2016,336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.1,97,35,3,2.739,89,5.278,760,999,12,3.327
O Rei Corvo,2016,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,187,21,0,3.280,122,2.774,531,1.227,1,2.223
Desventuras de um garoto nada comum,2016,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,3.8,6,4,1,115,11,168,10,32,1,109
Farmácia Literária,2016,376,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.1,13,4,0,1.092,59,229,40,407,2,177
Filhos do Éden,2016,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,4.6,10,3,0,1.295,60,470,118,461,2,278
Encontrada,2015,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.5,681,287,63,14.914,886,28.410,6.524,4.190,87,16.864
No Mundo da Luna,2015,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.5,708,153,52,7.018,373,17.134,4.649,2.255,60,11.831
O Descompasso Infinito do Coração,2015,406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.3,100,20,3,2.118,38,2.523,596,763,21,1.858
Sweet,2015,322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.2,58,19,1,1.424,31,1.749,262,424,7,1.193
"One Love, One Direction",2015,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.4,3,4,1,53,12,98,21,16,9,74
True,2015,266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.8,116,34,4,1.360,41,3.628,396,453,36,2.453
Um Lugar No Coração,2015,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.0,14,1,0,381,3,112,4,116,9,87
Tua,2015,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,F,3.6,21,1,1,384,3,216,15,131,14,176
Se você me chamar eu largo tudo... mas por favor me chame,2015,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.1,15,1,0,306,7,201,35,107,2,152
Diário de Uma Garota Nada Popular - Vol. 7,2015,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.0,8,5,4,751,45,1.467,159,214,37,837
Malala,2015,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,4.2,0,0,0,31,0,48,5,13,1,33
Garota Online,2015,308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,4.0,147,87,6,3.404,123,3.913,621,1.145,84,2.584
The Pointless Book,2015,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,F,3.9,9,3,0,224,5,73,8,108,7,45
A Curiosidade,2015,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,F,3.6,13,1,0,370,7,100,11,99,5,85
Que Tal Esta Noite?,2015,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,2.8,7,2,0,308,1,119,5,101,9,91
